name,short_name,display_name,sortable_name,slug,children,cfr_references,parent_agency,word_count
Utah Reclamation Mitigation and Conservation Commission,URMCC,Utah Reclamation Mitigation and Conservation Commission,Utah Reclamation Mitigation and Conservation Commission,utah-reclamation-mitigation-and-conservation-commission,[],"[{'title': 43, 'chapter': 'III'}]",Utah Reclamation Mitigation and Conservation Commission,21689
Department of Veterans Affairs,VA,Department of Veterans Affairs,"Veterans Affairs, Department of",veterans-affairs-department,[],"[{'title': 2, 'chapter': 'VIII'}, {'title': 38, 'chapter': 'I'}, {'title': 48, 'chapter': '8'}]",Department of Veterans Affairs,1372860
Office of Vice President of the United States,,Office of Vice President of the United States,"Vice President of the United States, Office of",office-of-vice-president-of-the-united-states,[],"[{'title': 32, 'chapter': 'XXVIII'}]",Office of Vice President of the United States,3050
Water Resources Council,,Water Resources Council,Water Resources Council,water-resources-council,[],"[{'title': 18, 'chapter': 'VI'}]",Water Resources Council,29104
President's Commission on White House Fellowships,,President's Commission on White House Fellowships,"White House Fellowships, President's Commission on",president's-commission-on-white-house-fellowships,[],"[{'title': 1, 'chapter': 'IV', 'part': '425'}]",President's Commission on White House Fellowships,1449
Agricultural Marketing Service,AMS,"Agricultural Marketing Service, Department of Agriculture",Agricultural Marketing Service,agricultural-marketing-service,,"[{'title': 7, 'chapter': 'I'}, {'title': 7, 'chapter': 'VIII'}, {'title': 7, 'chapter': 'IX'}, {'title': 7, 'chapter': 'X'}, {'title': 7, 'chapter': 'XI'}, {'title': 9, 'chapter': 'II'}]",Department of Agriculture,1482129
Agricultural Research Service,ARS,"Agricultural Research Service, Department of Agriculture",Agricultural Research Service,agricultural-research-service,,"[{'title': 7, 'chapter': 'V'}]",Department of Agriculture,14216
Animal and Plant Health Inspection Service,APHIS,"Animal and Plant Health Inspection Service, Department of Agriculture",Animal and Plant Health Inspection Service,animal-and-plant-health-inspection-service,,"[{'title': 7, 'chapter': 'III'}, {'title': 9, 'chapter': 'I'}]",Department of Agriculture,894087
Commodity Credit Corporation,CCC,"Commodity Credit Corporation, Department of Agriculture",Commodity Credit Corporation,commodity-credit-corporation,,"[{'title': 7, 'chapter': 'XIV'}]",Department of Agriculture,461398
Economic Research Service,ERS,"Economic Research Service, Department of Agriculture",Economic Research Service,economic-research-service,,"[{'title': 7, 'chapter': 'XXXVII'}]",Department of Agriculture,2035
Farm Service Agency,FSA,"Farm Service Agency, Department of Agriculture",Farm Service Agency,farm-service-agency,,"[{'title': 7, 'chapter': 'VII'}]",Department of Agriculture,286983
Federal Crop Insurance Corporation,FCIC,"Federal Crop Insurance Corporation, Department of Agriculture",Federal Crop Insurance Corporation,federal-crop-insurance-corporation,,"[{'title': 7, 'chapter': 'IV'}]",Department of Agriculture,325116
Food and Nutrition Service,FNS,"Food and Nutrition Service, Department of Agriculture",Food and Nutrition Service,food-and-nutrition-service,,"[{'title': 7, 'chapter': 'II'}]",Department of Agriculture,753866
Food Safety and Inspection Service,FSIS,"Food Safety and Inspection Service, Department of Agriculture",Food Safety and Inspection Service,food-safety-and-inspection-service,,"[{'title': 9, 'chapter': 'III'}]",Department of Agriculture,356873
Foreign Agricultural Service,FAS,"Foreign Agricultural Service, Department of Agriculture",Foreign Agricultural Service,foreign-agricultural-service,,"[{'title': 7, 'chapter': 'XV'}]",Department of Agriculture,36403
Forest Service,FS,"Forest Service, Department of Agriculture",Forest Service,forest-service,,"[{'title': 36, 'chapter': 'II'}]",Department of Agriculture,322026
National Agricultural Statistics Service,NASS,"National Agricultural Statistics Service, Department of Agriculture",National Agricultural Statistics Service,national-agricultural-statistics-service,,"[{'title': 7, 'chapter': 'XXXVI'}]",Department of Agriculture,2185
National Institute of Food and Agriculture,NIFA,"National Institute of Food and Agriculture, Department of Agriculture",National Institute of Food and Agriculture,national-institute-of-food-and-agriculture,,"[{'title': 7, 'chapter': 'XXXIV'}]",Department of Agriculture,105444
Natural Resources Conservation Service,NRCS,"Natural Resources Conservation Service, Department of Agriculture",Natural Resources Conservation Service,natural-resources-conservation-service,,"[{'title': 7, 'chapter': 'VI'}]",Department of Agriculture,98231
Office of Advocacy and Outreach,OAO,"Office of Advocacy and Outreach, Department of Agriculture","Advocacy and Outreach, Office of",advocacy-and-outreach-office,,"[{'title': 7, 'chapter': 'XXV'}]",Department of Agriculture,9455
Office of Chief Financial Officer,,"Office of Chief Financial Officer, Department of Agriculture","Chief Financial Officer, Office of",office-of-the-chief-financial-officer-agriculture-department,,"[{'title': 7, 'chapter': 'XXX'}]",Department of Agriculture,577
Office of Energy Policy and New Uses,OEPNU,"Office of Energy Policy and New Uses, Department of Agriculture","Energy Policy and New Uses, Office of",energy-policy-and-new-uses-office,,"[{'title': 7, 'chapter': 'XXIX'}]",Department of Agriculture,6706
Office of Environmental Quality,,"Office of Environmental Quality, Department of Agriculture","Environmental Quality, Office of",office-of-environmental-quality,,"[{'title': 7, 'chapter': 'XXXI'}]",Department of Agriculture,2327
Office of Information Resources Management,,"Office of Information Resources Management, Department of Agriculture","Information Resources Management, Office of",office-of-information-resources-management,,"[{'title': 7, 'chapter': 'XXVII'}]",Department of Agriculture,1149
Office of Inspector General,OIG USDA,"Office of Inspector General, Department of Agriculture","Inspector General, Office of",inspector-general-office-agriculture-department,,"[{'title': 7, 'chapter': 'XXVI'}]",Department of Agriculture,2841
Office of Operations,,"Office of Operations, Department of Agriculture","Operations, Office of",office-of-operations,,"[{'title': 7, 'chapter': 'XXVIII'}]",Department of Agriculture,2313
Office of Procurement and Property Management,OPPM,"Office of Procurement and Property Management, Department of Agriculture","Procurement and Property Management, Office of",procurement-and-property-management-office-of,,"[{'title': 7, 'chapter': 'XXXII'}]",Department of Agriculture,3077
Office of Secretary of Agriculture,,"Office of Secretary of Agriculture, Department of Agriculture","Secretary of Agriculture, Office of",office-of-secretary-of-agriculture,,"[{'title': 7, 'subtitle': 'A'}]",Department of Agriculture,374631
Office of Transportation,,"Office of Transportation, Department of Agriculture","Transportation, Office of",transportation-office,,"[{'title': 7, 'chapter': 'XXXIII'}]",Department of Agriculture,6658
Rural Business-Cooperative Service,RBS,"Rural Business-Cooperative Service, Department of Agriculture",Rural Business-Cooperative Service,rural-business-cooperative-service,,"[{'title': 7, 'chapter': 'XVIII'}, {'title': 7, 'chapter': 'XLII'}, {'title': 7, 'chapter': 'L'}]",Department of Agriculture,764245
Rural Housing Service,RHS,"Rural Housing Service, Department of Agriculture",Rural Housing Service,rural-housing-service,,"[{'title': 7, 'chapter': 'XVIII'}, {'title': 7, 'chapter': 'XXXV'}, {'title': 7, 'chapter': 'L'}]",Department of Agriculture,682493
Rural Utilities Service,RUS,"Rural Utilities Service, Department of Agriculture",Rural Utilities Service,rural-utilities-service,,"[{'title': 7, 'chapter': 'XVII'}, {'title': 7, 'chapter': 'XVIII'}, {'title': 7, 'chapter': 'XLII'}, {'title': 7, 'chapter': 'L'}]",Department of Agriculture,1397693
World Agricultural Outlook Board,,"World Agricultural Outlook Board, Department of Agriculture",World Agricultural Outlook Board,world-agricultural-outlook-board,,"[{'title': 7, 'chapter': 'XXXVIII'}]",Department of Agriculture,732
Bureau of Census,USBC,"Bureau of Census, Department of Commerce","Census, Bureau of",census-bureau,,"[{'title': 15, 'chapter': 'I'}]",Department of Commerce,35837
Bureau of Economic Analysis,EAB,"Bureau of Economic Analysis, Department of Commerce","Economic Analysis, Bureau of",economic-analysis-bureau,,"[{'title': 15, 'chapter': 'VIII'}]",Department of Commerce,6857
Bureau of Industry and Security,BIS,"Bureau of Industry and Security, Department of Commerce","Industry and Security, Bureau of",industry-and-security-bureau,,"[{'title': 15, 'chapter': 'VII'}]",Department of Commerce,945409
Economic Development Administration,EDA,"Economic Development Administration, Department of Commerce",Economic Development Administration,economic-development-administration,,"[{'title': 13, 'chapter': 'III'}]",Department of Commerce,37343
Foreign-Trade Zones Board,FTZB,"Foreign-Trade Zones Board, Department of Commerce",Foreign-Trade Zones Board,foreign-trade-zones-board,,"[{'title': 15, 'chapter': 'IV'}]",Department of Commerce,17471
International Trade Administration,ITA,"International Trade Administration, Department of Commerce",International Trade Administration,international-trade-administration,,"[{'title': 15, 'chapter': 'III'}, {'title': 19, 'chapter': 'III'}]",Department of Commerce,151086
Minority Business Development Agency,MBDA,"Minority Business Development Agency, Department of Commerce",Minority Business Development Agency,minority-business-development-agency,,"[{'title': 15, 'chapter': 'XIV'}]",Department of Commerce,1215
National Institute of Standards and Technology,NIST,"National Institute of Standards and Technology, Department of Commerce",National Institute of Standards and Technology,national-institute-of-standards-and-technology,,"[{'title': 15, 'chapter': 'II'}, {'title': 37, 'chapter': 'IV'}]",Department of Commerce,81870
National Oceanic and Atmospheric Administration,NOAA,"National Oceanic and Atmospheric Administration, Department of Commerce",National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,,"[{'title': 15, 'chapter': 'IX'}, {'title': 50, 'chapter': 'III'}, {'title': 50, 'chapter': 'IV'}]",Department of Commerce,470458
National Oceanic and Atmospheric Administration National Marine Fisheries Service,,"National Oceanic and Atmospheric Administration National Marine Fisheries Service, Department of Commerce","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",national-oceanic-and-atmospheric-administration-national-marine-fisheries-service,,"[{'title': 50, 'chapter': 'II'}]",Department of Commerce,575222
National Technical Information Service,NTIS,"National Technical Information Service, Department of Commerce",National Technical Information Service,national-technical-information-service,,"[{'title': 15, 'chapter': 'XI'}]",Department of Commerce,6611
National Telecommunications and Information Administration,NTIA,"National Telecommunications and Information Administration, Department of Commerce",National Telecommunications and Information Administration,national-telecommunications-and-information-administration,,"[{'title': 15, 'chapter': 'XXIII'}, {'title': 47, 'chapter': 'III'}, {'title': 47, 'chapter': 'IV'}]",Department of Commerce,1601654
Office of Secretary of Commerce,,"Office of Secretary of Commerce, Department of Commerce","Secretary of Commerce, Office of",office-of-secretary-of-commerce,,"[{'title': 15, 'subtitle': 'A'}]",Department of Commerce,140796
Office of Under-Secretary for Economic Affairs,OUSEA,"Office of Under-Secretary for Economic Affairs, Department of Commerce","Under-Secretary for Economic Affairs, Office of",under-secretary-for-economic-affairs,,"[{'title': 15, 'chapter': 'XV'}]",Department of Commerce,8227
United States Patent and Trademark Office,PTO,"United States Patent and Trademark Office, Department of Commerce","Patent and Trademark Office, United States",patent-and-trademark-office,,"[{'title': 37, 'chapter': 'I'}]",Department of Commerce,356088
Army Corps of Engineers,COE,"Army Corps of Engineers, Department of Defense",Corps of Engineers,engineers-corps,,"[{'title': 33, 'chapter': 'II'}, {'title': 36, 'chapter': 'III'}]",Department of Defense,412089
Defense Acquisition Regulations System,DARS,"Defense Acquisition Regulations System, Department of Defense",Defense Acquisition Regulations System,defense-acquisition-regulations-system,,"[{'title': 48, 'chapter': '2'}]",Department of Defense,490307
Defense Logistics Agency,DLA,"Defense Logistics Agency, Department of Defense",Defense Logistics Agency,defense-logistics-agency,,"[{'title': 32, 'chapter': 'XII'}, {'title': 48, 'chapter': '54'}]",Department of Defense,6924
Department of Navy Acquisition Regulations,,"Department of Navy Acquisition Regulations, Department of Defense","Navy Acquisition Regulations, Department of",department-of-navy-acquisition-regulations,,"[{'title': 48, 'chapter': '52'}]",Department of Defense,761
National Geospatial-Intelligence Agency,NGA,"National Geospatial-Intelligence Agency, Department of Defense",National Geospatial-Intelligence Agency,national-geospatial-intelligence-agency,,[],Department of Defense,0
Office of the Secretary,,"Office of the Secretary, Department of Defense","Secretary, Office of the",office-of-the-secretary,,"[{'title': 32, 'chapter': 'I'}]",Department of Defense,1120038
Department of Education Acquisition Regulation,,Department of Education Acquisition Regulation,"Education Acquisition Regulation, Department of",department-of-education-acquisition-regulation,,"[{'title': 48, 'chapter': '34'}]",Department of Education,22443
Office for Civil Rights,,"Office for Civil Rights, Department of Education","Civil Rights, Office for",office-for-civil-rights,,"[{'title': 34, 'chapter': 'I'}]",Department of Education,76641
Office of and Adult Education Technical Career,,"Office of and Adult Education Technical Career, Department of Education","Career, Technical, and Adult Education, Office of",office-of-and-adult-education-technical-career,,"[{'title': 34, 'chapter': 'IV'}]",Department of Education,35805
Office of Bilingual Education and Minority Languages Affairs,,"Office of Bilingual Education and Minority Languages Affairs, Department of Education","Bilingual Education and Minority Languages Affairs, Office of",office-of-bilingual-education-and-minority-languages-affairs,,"[{'title': 34, 'chapter': 'V'}]",Department of Education,16
Office of Elementary and Secondary Education,,"Office of Elementary and Secondary Education, Department of Education","Elementary and Secondary Education, Office of",office-of-elementary-and-secondary-education,,"[{'title': 34, 'chapter': 'II'}]",Department of Education,94899
Office of Postsecondary Education,,"Office of Postsecondary Education, Department of Education","Postsecondary Education, Office of",office-of-postsecondary-education,,"[{'title': 34, 'chapter': 'VI'}]",Department of Education,610752
Office of Secretary of Education,,"Office of Secretary of Education, Department of Education","Secretary of Education, Office of",office-of-secretary-of-education,,"[{'title': 34, 'subtitle': 'A'}]",Department of Education,158699
Office of Special Education and Rehabilitative Services,,"Office of Special Education and Rehabilitative Services, Department of Education","Special Education and Rehabilitative Services, Office of",office-of-special-education-and-rehabilitative-services,,"[{'title': 34, 'chapter': 'III'}]",Department of Education,270691
Federal Energy Regulatory Commission,FERC,"Federal Energy Regulatory Commission, Department of Energy",Federal Energy Regulatory Commission,federal-energy-regulatory-commission,,"[{'title': 5, 'chapter': 'XXIV'}, {'title': 18, 'chapter': 'I'}]",Department of Energy,752286
Council on Environmental Quality,CEQ,"Council on Environmental Quality, Executive Office of the President","Environmental Quality, Council on",council-on-environmental-quality,,"[{'title': 40, 'chapter': 'V'}]",Executive Office of the President,11685
National Security Council,NSC,"National Security Council, Executive Office of the President",National Security Council,national-security-council,,"[{'title': 32, 'chapter': 'XXI'}, {'title': 47, 'chapter': 'II'}]",Executive Office of the President,29693
Office of Science and Technology Policy,OSTP,"Office of Science and Technology Policy, Executive Office of the President","Science and Technology Policy, Office of",science-and-technology-policy-office,,"[{'title': 32, 'chapter': 'XXIV'}, {'title': 47, 'chapter': 'II'}]",Executive Office of the President,40279
Office of the Intellectual Property Enforcement Coordinator,IPEC,"Office of the Intellectual Property Enforcement Coordinator, Executive Office of the President",Office of the Intellectual Property Enforcement Coordinator,office-of-the-intellectual-property-enforcement-coordinator,,"[{'title': 5, 'chapter': 'CIV'}]",Executive Office of the President,9421
Federal Service Impasses Panel ,FSIP,"Federal Service Impasses Panel , Federal Labor Relations Authority",Federal Service Impasses Panel ,federal-service-impasses-panel,,"[{'title': 5, 'chapter': 'XIV'}]",Federal Labor Relations Authority,79306
General Counsel of the Federal Labor Relations Authority,,General Counsel of the Federal Labor Relations Authority,General Counsel of the Federal Labor Relations Authority,general-counsel-of-the-federal-labor-relations-authority,,"[{'title': 5, 'chapter': 'XIV', 'subchapter': 'B'}, {'title': 22, 'chapter': 'XIV', 'subchapter': 'C'}]",Federal Labor Relations Authority,53664
Board of Governors of the Federal Reserve System,,Board of Governors of the Federal Reserve System,Board of Governors of the Federal Reserve System,board-of-governors-of-the-federal-reserve-system,,"[{'title': 5, 'chapter': 'LVIII'}]",Federal Reserve System,2052
Civilian Board of Contract Appeals,,"Civilian Board of Contract Appeals, General Services Administration",Civilian Board of Contract Appeals,civilian-board-of-contract-appeals,,"[{'title': 48, 'chapter': '61'}]",General Services Administration,14494
Administration for Children and Families,ACF,"Administration for Children and Families, Department of Health and Human Services","Children and Families, Administration for",children-and-families-administration,,"[{'title': 45, 'chapter': 'XIII'}]",Department of Health and Human Services,217571
Centers for Medicare & Medicaid Services,CMS,"Centers for Medicare & Medicaid Services, Department of Health and Human Services",Centers for Medicare & Medicaid Services,centers-for-medicare-medicaid-services,,"[{'title': 42, 'chapter': 'IV'}]",Department of Health and Human Services,2539161
Food and Drug Administration,FDA,"Food and Drug Administration, Department of Health and Human Services",Food and Drug Administration,food-and-drug-administration,,"[{'title': 21, 'chapter': 'I'}]",Department of Health and Human Services,2614993
Indian Health Service,IHS,"Indian Health Service, Department of Health and Human Services",Indian Health Service,indian-health-service,,"[{'title': 25, 'chapter': 'V'}, {'title': 42, 'chapter': 'I', 'subchapter': 'M'}]",Department of Health and Human Services,86929
Office of Administration for Children and Families Child Support Enforcement (Child Support Enforcement Program),,"Office of Administration for Children and Families Child Support Enforcement (Child Support Enforcement Program), Department of Health and Human Services","Child Support Enforcement (Child Support Enforcement Program), Administration for Children and Families, Office of",office-of-administration-for-children-and-families-child-support-enforcement-(child-support-enforcement-program),,"[{'title': 45, 'chapter': 'III'}]",Department of Health and Human Services,75176
Office of Administration for Children and Families Community Services,,"Office of Administration for Children and Families Community Services, Department of Health and Human Services","Community Services, Administration for Children and Families, Office of",office-of-administration-for-children-and-families-community-services,,"[{'title': 45, 'chapter': 'X'}]",Department of Health and Human Services,3422
Office of Administration for Children and Families Family Assistance (Assistance Programs),,"Office of Administration for Children and Families Family Assistance (Assistance Programs), Department of Health and Human Services","Family Assistance (Assistance Programs), Administration for Children and Families, Office of",office-of-administration-for-children-and-families-family-assistance-(assistance-programs),,"[{'title': 45, 'chapter': 'II'}]",Department of Health and Human Services,132414
Office of Administration for Children and Families Refugee Resettlement,ORR,"Office of Administration for Children and Families Refugee Resettlement, Department of Health and Human Services","Refugee Resettlement, Administration for Children and Families, Office of",refugee-resettlement-office,,"[{'title': 45, 'chapter': 'IV'}]",Department of Health and Human Services,74695
Office of Inspector General-Health Care,,"Office of Inspector General-Health Care, Department of Health and Human Services","Inspector General-Health Care, Office of",office-of-inspector-general-health-care,,"[{'title': 42, 'chapter': 'V'}]",Department of Health and Human Services,80953
Public Health Service,PHS,"Public Health Service, Department of Health and Human Services",Public Health Service,public-health-service,,"[{'title': 42, 'chapter': 'I'}]",Department of Health and Human Services,571787
Coast Guard,USCG,"Coast Guard, Department of Homeland Security",Coast Guard,coast-guard,,"[{'title': 33, 'chapter': 'I'}, {'title': 46, 'chapter': 'I'}, {'title': 49, 'chapter': 'IV'}]",Department of Homeland Security,2606838
Coast Guard (Great Lakes Pilotage),,"Coast Guard (Great Lakes Pilotage), Department of Homeland Security",Coast Guard (Great Lakes Pilotage),coast-guard-(great-lakes-pilotage),,"[{'title': 46, 'chapter': 'III'}]",Department of Homeland Security,14620
Department of Homeland Security Acquisition Regulation,HSAR,Department of Homeland Security Acquisition Regulation,Homeland Security Acquisition Regulation,department-of-homeland-security-acquisition-regulation,,"[{'title': 48, 'chapter': '30'}]",Department of Homeland Security,43695
Federal Emergency Management Agency,FEMA,"Federal Emergency Management Agency, Department of Homeland Security",Federal Emergency Management Agency,federal-emergency-management-agency,,"[{'title': 44, 'chapter': 'I'}]",Department of Homeland Security,335414
Federal Law Enforcement Training Center,FLETC,"Federal Law Enforcement Training Center, Department of Homeland Security",Federal Law Enforcement Training Center,federal-law-enforcement-training-center,,"[{'title': 31, 'chapter': 'VII'}]",Department of Homeland Security,872
Human Resources Management System (Homeland Security - Office of Personnel Management),,"Human Resources Management System (Homeland Security - Office of Personnel Management), Department of Homeland Security",Human Resources Management System (Homeland Security - Office of Personnel Management),human-resources-management-system-(homeland-security---office-of-personnel-management),,"[{'title': 5, 'chapter': 'XCVII'}]",Department of Homeland Security,30533
Office of the Secretary of Homeland Security,,"Office of the Secretary of Homeland Security, Department of Homeland Security","Office of the Secretary, Department of Homeland Security",office-of-the-secretary-of-homeland-security,,"[{'title': 6, 'chapter': 'I'}]",Department of Homeland Security,244731
Secret Service,USSS,"Secret Service, Department of Homeland Security",Secret Service,secret-service,,"[{'title': 31, 'chapter': 'IV'}]",Department of Homeland Security,3667
Transportation Security Administration,TSA,"Transportation Security Administration, Department of Homeland Security",Transportation Security Administration,transportation-security-administration,,"[{'title': 49, 'chapter': 'XII'}]",Department of Homeland Security,130168
U.S. Customs and Border Protection,USCBP,"U.S. Customs and Border Protection, Department of Homeland Security",U.S. Customs and Border Protection,u-s-customs-and-border-protection,,"[{'title': 19, 'chapter': 'I'}]",Department of Homeland Security,1222486
Government National Mortgage Association,GinnieMae,"Government National Mortgage Association, Department of Housing and Urban Development",Government National Mortgage Association,government-national-mortgage-association,,"[{'title': 24, 'chapter': 'III'}]",Department of Housing and Urban Development,8304
Office of Assistant Secretary for Community Planning and Development,,"Office of Assistant Secretary for Community Planning and Development, Department of Housing and Urban Development","Assistant Secretary for Community Planning and Development, Office of",office-of-assistant-secretary-for-community-planning-and-development,,"[{'title': 24, 'chapter': 'V'}]",Department of Housing and Urban Development,209600
Office of Assistant Secretary for Equal Opportunity,,"Office of Assistant Secretary for Equal Opportunity, Department of Housing and Urban Development","Assistant Secretary for Equal Opportunity, Office of",office-of-assistant-secretary-for-equal-opportunity,,"[{'title': 24, 'chapter': 'I'}]",Department of Housing and Urban Development,58420
Office of Assistant Secretary for Housing - Federal Housing Commissioner,,"Office of Assistant Secretary for Housing - Federal Housing Commissioner, Department of Housing and Urban Development","Assistant Secretary for Housing - Federal Housing Commissioner, Office of",office-of-assistant-secretary-for-housing---federal-housing-commissioner,,"[{'title': 24, 'chapter': 'II'}, {'title': 24, 'chapter': 'VIII'}, {'title': 24, 'chapter': 'XX'}]",Department of Housing and Urban Development,655465
Office of Assistant Secretary for Public and Indian Housing,,"Office of Assistant Secretary for Public and Indian Housing, Department of Housing and Urban Development","Assistant Secretary for Public and Indian Housing, Office of",office-of-assistant-secretary-for-public-and-indian-housing,,"[{'title': 24, 'chapter': 'IX'}]",Department of Housing and Urban Development,410888
Office of Federal Housing Enterprise Oversight,,"Office of Federal Housing Enterprise Oversight, Department of Housing and Urban Development","Federal Housing Enterprise Oversight, Office of",office-of-federal-housing-enterprise-oversight,,"[{'title': 12, 'chapter': 'XVII'}]",Department of Housing and Urban Development,7369
Office of Housing and Multifamily Housing Assistance Restructuring,,"Office of Housing and Multifamily Housing Assistance Restructuring, Department of Housing and Urban Development","Housing and Multifamily Housing Assistance Restructuring, Office of",office-of-housing-and-multifamily-housing-assistance-restructuring,,"[{'title': 24, 'chapter': 'IV'}]",Department of Housing and Urban Development,17398
"Office of Inspector General, Housing and Urban Development",,"Office of Inspector General, Housing and Urban Development, Department of Housing and Urban Development","Inspector General, Office of","office-of-inspector-general,-housing-and-urban-development",,"[{'title': 24, 'chapter': 'XII'}]",Department of Housing and Urban Development,9452
Office of Secretary,,"Office of Secretary, Department of Housing and Urban Development","Secretary, Office of",office-of-secretary,,"[{'title': 24, 'subtitle': 'A'}]",Department of Housing and Urban Development,414649
Office of Secretary (Housing Assistance Programs and Public and Indian Housing Programs),,"Office of Secretary (Housing Assistance Programs and Public and Indian Housing Programs), Department of Housing and Urban Development","Secretary (Housing Assistance Programs and Public and Indian Housing Programs), Office of",office-of-secretary-(housing-assistance-programs-and-public-and-indian-housing-programs),,"[{'title': 24, 'chapter': 'VII'}]",Department of Housing and Urban Development,17908
Bureau of Indian Affairs,BIA,"Bureau of Indian Affairs, Department of Interior","Indian Affairs, Bureau of",indian-affairs-bureau,,"[{'title': 25, 'chapter': 'I'}, {'title': 25, 'chapter': 'V'}]",Department of Interior,604067
Bureau of Land Management,BLM,"Bureau of Land Management, Department of Interior","Land Management, Bureau of",land-management-bureau,,"[{'title': 43, 'chapter': 'II'}]",Department of Interior,708451
Bureau of Ocean Energy Management,BOEM,"Bureau of Ocean Energy Management, Department of Interior","Ocean Energy Management, Bureau of",ocean-energy-management-bureau,,"[{'title': 30, 'chapter': 'V'}]",Department of Interior,167227
Bureau of Reclamation,BOR,"Bureau of Reclamation, Department of Interior","Reclamation, Bureau of",reclamation-bureau,,"[{'title': 43, 'chapter': 'I'}]",Department of Interior,74319
Bureau of Safety and Environmental Enforcement,BSEE,"Bureau of Safety and Environmental Enforcement, Department of Interior","Safety and Environmental Enforcement, Bureau of",safety-and-environmental-enforcement-bureau,,"[{'title': 30, 'chapter': 'II'}]",Department of Interior,212649
Geological Survey,USGS,"Geological Survey, Department of Interior",Geological Survey,geological-survey,,"[{'title': 30, 'chapter': 'IV'}]",Department of Interior,4629
Indian Arts and Crafts Board,IACB,"Indian Arts and Crafts Board, Department of Interior",Indian Arts and Crafts Board,indian-arts-and-crafts-board,,"[{'title': 25, 'chapter': 'II'}]",Department of Interior,7162
National Indian Gaming Commission,NIGC,"National Indian Gaming Commission, Department of Interior",National Indian Gaming Commission,national-indian-gaming-commission,,"[{'title': 25, 'chapter': 'III'}]",Department of Interior,127581
National Park Service,NPS,"National Park Service, Department of Interior",National Park Service,national-park-service,,"[{'title': 36, 'chapter': 'I'}]",Department of Interior,296257
Office of Indian Affairs Assistant Secretary,,"Office of Indian Affairs Assistant Secretary, Department of Interior","Assistant Secretary, Indian Affairs, Office of",office-of-indian-affairs-assistant-secretary,,"[{'title': 25, 'chapter': 'VI'}]",Department of Interior,43602
Office of Natural Resources Revenue,ONRR,"Office of Natural Resources Revenue, Department of Interior","Natural Resources Revenue, Office of",natural-resources-revenue-office,,"[{'title': 30, 'chapter': 'XII'}]",Department of Interior,143218
Office of Secretary of the Interior,,"Office of Secretary of the Interior, Department of Interior","Secretary of the Interior, Office of",office-of-secretary-of-the-interior,,"[{'title': 43, 'subtitle': 'A'}]",Department of Interior,367427
Office of Special Trustee for American Indians,OST,"Office of Special Trustee for American Indians, Department of Interior","American Indians, Office of the Special Trustee",special-trustee-for-american-indians-office,,"[{'title': 25, 'chapter': 'VII'}]",Department of Interior,4295
Office of Surface Mining Reclamation and Enforcement,OSM,"Office of Surface Mining Reclamation and Enforcement, Department of Interior","Surface Mining Reclamation and Enforcement, Office of",surface-mining-reclamation-and-enforcement-office,,"[{'title': 30, 'chapter': 'VII'}]",Department of Interior,434313
United States Fish and Wildlife Service,FWS,"United States Fish and Wildlife Service, Department of Interior","Fish and Wildlife Service, United States",fish-and-wildlife-service,,"[{'title': 50, 'chapter': 'I'}, {'title': 50, 'chapter': 'IV'}, {'title': 50, 'chapter': 'VI'}]",Department of Interior,2975970
"Bureau of Alcohol, Tobacco, Firearms, and Explosives",ATF,"Bureau of Alcohol, Tobacco, Firearms, and Explosives, Department of Justice","Alcohol, Tobacco, Firearms, and Explosives, Bureau of",alcohol-tobacco-firearms-and-explosives-bureau,,"[{'title': 27, 'chapter': 'II'}]",Department of Justice,128206
Bureau of Prisons,BOP,"Bureau of Prisons, Department of Justice","Prisons, Bureau of",prisons-bureau,,"[{'title': 28, 'chapter': 'V'}]",Department of Justice,89659
Drug Enforcement Administration,DEA,"Drug Enforcement Administration, Department of Justice",Drug Enforcement Administration,drug-enforcement-administration,,"[{'title': 21, 'chapter': 'II'}]",Department of Justice,178431
Executive Office for Immigration Review,EOIR,"Executive Office for Immigration Review, Department of Justice","Immigration Review, Executive Office for",executive-office-for-immigration-review,,"[{'title': 8, 'chapter': 'V'}]",Department of Justice,221598
Federal Prison Industries,FPI,"Federal Prison Industries, Department of Justice",Federal Prison Industries,federal-prison-industries,,"[{'title': 28, 'chapter': 'III'}]",Department of Justice,11260
Foreign Claims Settlement Commission of the United States,FCSC,"Foreign Claims Settlement Commission of the United States, Department of Justice",Foreign Claims Settlement Commission of the United States,foreign-claims-settlement-commission,,"[{'title': 45, 'chapter': 'V'}]",Department of Justice,17852
Offices of Independent Counsel,,"Offices of Independent Counsel, Department of Justice","Independent Counsel, Offices of",offices-of-independent-counsel,,"[{'title': 28, 'chapter': 'VI'}]",Department of Justice,3341
Benefits Review Board,BRB,"Benefits Review Board, Department of Labor",Benefits Review Board,benefits-review-board,,"[{'title': 20, 'chapter': 'VII'}]",Department of Labor,10585
Employee Benefits Security Administration,EBSA,"Employee Benefits Security Administration, Department of Labor",Employee Benefits Security Administration,employee-benefits-security-administration,,"[{'title': 29, 'chapter': 'XXV'}]",Department of Labor,421983
Employees' Compensation Appeals Board,ECAB,"Employees' Compensation Appeals Board, Department of Labor",Employees' Compensation Appeals Board,employees-compensation-appeals-board,,"[{'title': 20, 'chapter': 'IV'}]",Department of Labor,4147
